,Unnamed: 0,Unnamed: 0.1,title,a0,a1,q0,q1,source,sub_id,cond,val,index
1926,1926,1926,Generic Brand,yes,"  i trust my pharmacist's expertise and knowledge of the products he sells. he has known me for a long time and is familiar with my medical history, so i'm confident that he would only recommend a product that is safe and effective for my particular needs.","You have a headache. You go to the pharmacy with the intention of   buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for? ",Why?,AI,25.0,non_moral,yes,1926
1927,1927,1927,Plane Crash,no,"it is not a guarantee that he wouldn't survive the journey. also, i'm a vegetarian. ","Your plane has crashed in the Himalayas. The only survivors are yourself, another  man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety?",Why?,Human,614726b73ab8022a9edc7f45,personal_moral,no,1927
1928,1928,1928,Vaccine Test,yes,"by killing one person, you can save millions of others","A viral epidemic has spread across the globe killing millions of people. You  have developed two substances in your home laboratory. You know that one of them is a vaccine, but you don't know which one. You also know that the other one is deadly. Once you figure out which substance is the vaccine you can use it to save millions of lives. You have with you two people who areunder your care, and the only way to identify the vaccine is to inject each of these people with one of the two substances. One person will live, the other will die, and you will be able to start saving lives with your vaccine. Is it appropriate for you to kill one of these people with a deadly injection in order to identify a vaccine that will save millions of lives?",Why?,Human,62d7ff5d3dc7c359cb3fa1ab,personal_moral,yes,1928
1929,1929,1929,Food Prep,no,becayse i would get it done faster if i don't which makes sense if i have stuff to do,"You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?",Why?,Human,613480877420e274a0dd9779,non_moral,no,1929
1930,1930,1930,Scheduling,yes, because it would be the more accommodating option that best meets the needs of both patients.,"You are in charge of scheduling appointments in a dentist’s office. Two people,   Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday? ",Why?,AI,27.0,non_moral,yes,1930
1931,1931,1931,Resume,no,"  it is important to be honest and truthful when it comes to one's qualifications, as lying on a resume is unethical and can have serious consequences. lying on a resume can lead to a person being fired if their employer finds out, and it could also damage a person's reputation and credibility. it is always better to showcase one's true qualifications and skills, rather than resorting to lies.","You have a friend who has been trying to find a job lately   without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment? ",Why?,AI,29.0,impersonal_moral,no,1931
1932,1932,1932,Coupons,yes,using the 25% instead of the 30% would just be a waste of the 30% coupon,"You have gone to a bookstore to buy $50 worth of books. You  have with you two coupons. One of these coupons gives you 30% off of your purchase price. This coupon expires tomorrow. The other coupon gives you 25% off your purchase price, and this coupon does not expire for another year. Would you use the 30%-off coupon for your present purchase so that you will have another coupon to use during the coming year?",Why?,Human,5f4a5983a08b215d74d2cd99,non_moral,yes,1932
1933,1933,1933,Broken VCR,no,"  the new vcr is likely to be of better quality than the old one and will likely last longer. additionally, the cost of repair for the old vcr may be more than the cost of the new vcr, making the new vcr the more cost-effective option.",You have brought your broken VCR to the local repair shop. The woman   working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR’s and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one? ,Why?,AI,28.0,non_moral,no,1933
1934,1934,1934,Preventing the Spread 2,no,"  it is not our place to take the law into our own hands and use drastic measures to prevent someone from harming others. doing so could be considered a form of vigilante justice, which is not acceptable. if we believe that a person is a danger to society, we must report them to the authorities so that they can take the appropriate legal action.",You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ,Why?,AI,10.0,personal_moral,no,1934
1935,1935,1935,New Job,no,"2 days vacation is not worth that price reduction, i can take the higher job and call in sick if i wanted more time off \","You have been offered employment by two different firms, and you are  trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm B's offer in order to have two more days of vacation per year?",Why?,Human,5ee3f235c53c280e4261bcc3,non_moral,no,1935
1936,1936,1936,Shower,no,   i want to uphold my commitment to lowering my water bill and to showering no more than once a day. this means that i will do my yard work and then take a shower before the luncheon.,"You are planning to attend a luncheon this afternoon, and before you go   you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now? ",Why?,AI,29.0,non_moral,no,1936
1937,1937,1937,Hired Rapist,no,that is a selfish and violent thing to do ,"You have been dissatisfied with your marriage for several years. It is your  distinct impression that your partner no longer appreciates you. You remember how they appreciated you years ago when you took care of them after they was mugged. You devise the following plan to regain your partner's affection. You will hire a person to break into your house while you are away. This person will tie up and sexually assault your partner. You, upon hearing the horrible news, will return swiftly to their side, to take care of them and comfort them, and they will once again appreciate you. Is it appropriate for you to hire a person to sexually assault your partner so that they will appreciate you as you comfort them?",Why?,Human,5ee3f235c53c280e4261bcc3,personal_moral,no,1937
1938,1938,1938,Scheduling,yes,she can attend the 10am appointment ,"You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?",Why?,Human,614726b73ab8022a9edc7f45,non_moral,yes,1938
1939,1939,1939,Scenic Route,yes," because life is too short to take the boring route, and it's important to take the time to enjoy the beauty of the world around us.","An old friend has invited you to spend the weekend with him at   his summer home some ways up the coast from where you are. You intend to travel there by car, and there are two routes that you can take: the highway and the coastal road. The highway will get you to your friend’s house in about three hours, but the scenery along the highway is very boring. The coastal route will get you to your friend’s house in about three hours and fifteen minutes, and the scenery along the coastal road is breathtakingly beautiful. Would you take the coastal route in order to observe the beautiful scenery as you drive? ",Why?,AI,29.0,non_moral,yes,1939
1940,1940,1940,Resume,no,"  honesty is always the best policy and putting false information on a resume is unethical. doing this could lead to long-term consequences if the employer finds out that the information was false. additionally, it puts other job seekers at a disadvantage and could lead to them not getting the job they deserve. it is important to be honest about your qualifications and experience and to ensure that the resume you present accurately reflects your skills and abilities.","You have a friend who has been trying to find a job lately   without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment? ",Why?,AI,14.0,impersonal_moral,no,1940
1941,1941,1941,Five-for-Seven Trolley,no,either way workmen will die. it will be an accident because the trolley is out of control and if you choose to hit a switch then you are making it into a personal decision rather than the accident it would be.,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",Why?,Human,60fd310fff5b2600c9d95554,impersonal_moral,no,1941
1942,1942,1942,Resume,yes,if he can still do the job there is no issue,"You have a friend who has been trying to find a job lately  without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment?",Why?,Human,62fb79e7c968f4fc555d1e2f,impersonal_moral,yes,1942
1943,1943,1943,Food Prep,yes,"  this is because by cutting the vegetables first, i can start the water boiling while the vegetables are cooking, thereby reducing the overall cooking time. additionally, by satisfying my slight urge to cut vegetables first, i can focus on the other tasks at hand without getting any further urges to cut vegetables.","You are preparing pasta with fresh vegetables, and you are deciding on the   order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables? ",Why?,AI,17.0,non_moral,yes,1943
1944,1944,1944,Choosing Classes,yes,this way i can take both the requyirted lessons in order to graduate.,"You are beginning your senior year of college. In order to fulfill your  graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements?",Why?,Human,62d6d77df59450e545fb22f6,non_moral,yes,1944
1945,1945,1945,Errands,no,"   going to the camera shop in the morning would require you to drive back and forth between the bakery and the camera shop, which would be more driving than necessary. this would be inefficient and would require more time and energy than necessary. therefore, it would be best for you to go to the camera shop in the afternoon when you go to the furniture store, as this would minimize the amount of driving you have to do.","You need to go to the bakery in the morning and the furniture   store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning? ",Why?,AI,29.0,non_moral,no,1945
1946,1946,1946,Coupons,yes,you would save more money in the long run and not waste it,"You have gone to a bookstore to buy $50 worth of books. You  have with you two coupons. One of these coupons gives you 30% off of your purchase price. This coupon expires tomorrow. The other coupon gives you 25% off your purchase price, and this coupon does not expire for another year. Would you use the 30%-off coupon for your present purchase so that you will have another coupon to use during the coming year?",Why?,Human,613480877420e274a0dd9779,non_moral,yes,1946
1947,1947,1947,Speedboat,yes,"  it is always best to err on the side of caution when it comes to safety, and it is the right thing to do to take the necessary steps to help people in need. the consequences of not warning the tourists about the storm could be much worse, so it is important to take action to ensure their safety. even if the tycoon does not take kindly to it, it is still the right decision to make.","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ",Why?,AI,8.0,impersonal_moral,yes,1947
1948,1948,1948,Food Prep,no, cutting vegetables can take a few minutes and it's not worth the time it takes to cut the vegetables first and then start the water boiling. starting the water boiling will help speed up the process and save time.,"You are preparing pasta with fresh vegetables, and you are deciding on the   order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables? ",Why?,AI,7.0,non_moral,no,1948
1949,1949,1949,Smother for dollars,no,"   killing another human being is morally wrong and goes against basic principles of human rights and respect for life. it is also illegal, and those caught committing murder could face severe legal consequences. taking another person's life is never an acceptable way to solve a problem, no matter what the circumstances are.","You are in hospital lounge waiting to visit a sick friend. A young   man sitting next to you explains that his father is very ill. The doctors believe that he has a week to live at most. He explains further that his father has a substantial life insurance policy that expires at midnight. If his father dies before midnight, this young man will receive a very large sum of money. He says that the money would mean a great deal to him and that no good will come from his father’s living a few more days. He offers you half a million dollars to go up to his father’s room and smother his father with a pillow. Is it appropriate for you to kill this man’s father in order to get money for yourself and this young man? ",Why?,AI,23.0,personal_moral,no,1949
1950,1950,1950,Vitamins,yes,"saving the lives of 6 people is worth compromising the health of 1. nonetheless, this would be a tough decision. ","You are the leader of a mountaineering expedition that is stranded in the  wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people's kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man's kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man's kidney in order to save the lives of the six vitamin-deficient people?",Why?,Human,6294bad868788e1f03d52c6c,personal_moral,yes,1950
1951,1951,1951,Standard Trolley,yes," killing one person is seen as a lesser evil than killing five people. this is not to say that killing the single person is not wrong, but it is seen as a lesser evil than killing the five.","You are at the wheel of a runaway trolley quickly approaching a fork   in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the death of the single workman. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen? ",Why?,AI,8.0,impersonal_moral,yes,1951
1952,1952,1952,Environmental Policy A2,no,"  policy A has a 90% chance of causing no deaths and has a 10% chance of causing 1000 deaths, while policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. even though policy B has a lower chance of causing deaths, it still carries a greater risk of death than policy A. therefore, it would be more prudent to vote for policy A, which carries a lower risk of causing deaths.",You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A? ,Why?,AI,5.0,impersonal_moral,no,1952
1953,1953,1953,Vaccine Policy,yes,"   the benefits of vaccinating far outweigh the risks in this case since the available evidence strongly suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. vaccinating the population will help protect against the spread of the disease and will ultimately lead to better overall health outcomes for the population as a whole. therefore, it is appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health.","You work for the Bureau of Health, a government agency. You are deciding   whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health? ",Why?,AI,16.0,impersonal_moral,yes,1953
1954,1954,1954,Environmental Policy B1,no,the increased to risk to unecessary deaths appears too great.,"You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy B over Policy A?",Why?,Human,5f3bdc715637da0bc38980ba,impersonal_moral,no,1954
1955,1955,1955,Bomb 2,no,"  it is not appropriate to break the terrorist’s son’s arm in order to prevent the terrorist from killing thousands of people because this action would be a violation of the son’s human rights. it would also be an act of extreme violence and could potentially cause him long-term physical and psychological harm. this type of action runs counter to the values of justice and respect for human dignity, which are essential for a peaceful and just society. moreover, it is possible that it may not be effective in convincing the terrorist to give himself up, and could instead lead to further escalation and violence. therefore, it is important to continue negotiating with the terrorist and to use other methods to persuade him to give himself up without resorting to violence.","You are negotiating with a powerful and determined terrorist who is about to   set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his son’s arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terrorist’s son’s arm in order to prevent the terrorist from killing thousands of people with his bomb? ",Why?,AI,24.0,personal_moral,no,1955
1956,1956,1956,Environmental Policy A1,yes,itn order to reduce the chance of far greater loss of life,"You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?",Why?,Human,638070625c26e262f2163254,impersonal_moral,yes,1956
1957,1957,1957,Food Prep,no,this would be a huge waste of time. i would want to spend as little time preparing the meal as possible even if it meant withholding my urge,"You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?",Why?,Human,60d8f98d9d58bf54aeb8438a,non_moral,no,1957
1958,1958,1958,Sculpture ,yes,the man's life is worth more than a sculpture,"You are visiting the sculpture garden of a wealthy art collector. The garden  overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman's life is to push one of the art collector'sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley's passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman's life?",Why?,Human,5bec8053b6b5ab00017c7349,impersonal_moral,yes,1958
1959,1959,1959,Errands,yes,"i prefer to do things in the morning, get most of the errands out of the way","You need to go to the bakery in the morning and the furniture  store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning?",Why?,Human,62fb79e7c968f4fc555d1e2f,non_moral,yes,1959
1960,1960,1960,Environmental Policy B2,no,it's a lot more deaths for only a 2% better chance of no deaths,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B?,Why?,Human,57a48845eeaf6d00018d62d7,impersonal_moral,no,1960
1961,1961,1961,Lawrence of Arabia,no,"  because taking a human life is an incredibly serious decision, and should not be done lightly or without exhausting all other possible alternatives. there may be other ways to prevent a war from occurring between the two tribes, such as negotiations, restitution, or mediation. killing one man is not worth the potential cost of hundreds of lives that could be lost in a war.","You are the leader of a small army that consists of warriors from   two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this man’s head in order to prevent the two tribes from fighting a war that will cost hundreds of lives? ",Why?,AI,12.0,personal_moral,no,1961
1962,1962,1962,Submarine,yes,he is already fatally injured and it will save the rest of the crew,You are the captain of a military submarine travelling underneath a large iceberg.  An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members?,Why?,Human,5bec8053b6b5ab00017c7349,personal_moral,yes,1962
1963,1963,1963,Plane Crash,yes,because i do not know this boy and my survival is more important than his. he could cost us our lives by keeping him around.,"Your plane has crashed in the Himalayas. The only survivors are yourself, another  man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety?",Why?,Human,5b258c9ba7cee100011d8aad,personal_moral,yes,1963
1964,1964,1964,Food Prep,no,saving time would supersede my urges.,"You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?",Why?,Human,5f3bdc715637da0bc38980ba,non_moral,no,1964
1965,1965,1965,Lost Wallet,no,"  taking someone else's money without their permission is unethical and illegal. it is not appropriate to take advantage of someone else's misfortune by taking their money, regardless of your current financial situation. doing so is a violation of the owner's trust and is considered theft. additionally, taking someone's money without their consent can have serious legal and financial consequences for you.","You are walking down the street when you come across a wallet lying   on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the owner’s driver’s license. From the credit cards and other items in the wallet it’s very clear that the wallet’s owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself? ",Why?,AI,11.0,impersonal_moral,no,1965
1966,1966,1966,Grandson,no,  it was not appropriate for this boy to put pills in his grandmother’s teapot in order to play a trick on her because it was an extremely dangerous act that had serious and potentially fatal consequences. the boy should have found a different way to express his anger and should never have put his grandmother’s health and wellbeing at risk.,"A young boy is visiting his grandmother for the weekend. Usually she gives   him a gift of a few dollars when he arrives, but this time she doesn’t. He asks her why not and she says something about how he doesn’t write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmother’s teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmother’s teapot in order to play a trick on her? ",Why?,AI,15.0,personal_moral,no,1966
1967,1967,1967,Preventing the Spread 2,no,"  it is not ethical to intentionally harm another person. even though the intentions are to protect potential victims, causing harm to another person is not a responsible or an appropriate solution. it is important to alert the authorities so that they can take the necessary steps to prevent him from spreading the virus.",You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ,Why?,AI,9.0,personal_moral,no,1967
1968,1968,1968,Standard Trolley,no,you do not get to choose who lives or dies,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the death of the single workman. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",Why?,Human,60841d3e92be890d07774975,impersonal_moral,no,1968
1969,1969,1969,Lost Wallet,no,theft. you may get a reward,"You are walking down the street when you come across a wallet lying  on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the owner's driver's license. From the credit cards and other items in the wallet it's very clear that the wallet's owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself?",Why?,Human,5ecff76b3acdb0095ebf080d,impersonal_moral,no,1969
1970,1970,1970,Errands,no," doing extra driving would require more time and gas, and you would be missing the opportunity to do other errands in the morning.","You need to go to the bakery in the morning and the furniture   store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning? ",Why?,AI,1.0,non_moral,no,1970
1971,1971,1971,Sacrifice,no,family comes first. i'd volunteer.,"You, your husband, and your four children are crossing a mountain range on  your return journey to your homeland. You have inadvertently set up camp on a local clan's sacred burial ground. The leader of the clan says that according to the local laws, you and your family must be put to death. However, he will let yourself, your husband, and your three other children live if you yourself will kill your oldest son. Is it appropriate for you to kill your oldest son in order to save your husband and your other three children?",Why?,Human,60990cfc7441dc3e4c3e071a,personal_moral,no,1971
1972,1972,1972,Train or Bus,yes,train gets me there on time guaranteed,"You need to travel from New York to Boston in order to attend  a meeting that starts at 2:00 PM. You can take either the train or the bus. The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late. Would you take the train instead of the bus in order to ensure your not being late for your meeting?",Why?,Human,62fb79e7c968f4fc555d1e2f,non_moral,yes,1972
1973,1973,1973,Stock Tip,no,i don't want to risk being prosecuted and ultimately having more harm being conflicted onto me,"You are a management consultant working on a case for a large corporate  client. You have access to confidential information that would be very useful to investors. You have a friend who plays the stock market. You owe this friend a sizable sum of money. By providing her with certain confidential information you could help her make a lot of money, considerably more than you owe her. If you did this, she would insist on canceling your debt. Releasing information in this way is strictly forbidden by federal law. Is it appropriate for you to release this information to your friend so that she will cancel your debt?",Why?,Human,5e0fdde8b638537085d51b6c,impersonal_moral,no,1973
1974,1974,1974,Hired Rapist,no,"because the sexual assault will traumatise them mentally as well as physically, and that will also put strain on  the marriage","You have been dissatisfied with your marriage for several years. It is your  distinct impression that your partner no longer appreciates you. You remember how they appreciated you years ago when you took care of them after they was mugged. You devise the following plan to regain your partner's affection. You will hire a person to break into your house while you are away. This person will tie up and sexually assault your partner. You, upon hearing the horrible news, will return swiftly to their side, to take care of them and comfort them, and they will once again appreciate you. Is it appropriate for you to hire a person to sexually assault your partner so that they will appreciate you as you comfort them?",Why?,Human,614726b73ab8022a9edc7f45,personal_moral,no,1974
