,Unnamed: 0,Unnamed: 0.1,title,a0,a1,q0,q1,source,sub_id,cond,val,index
1392,1392,1392,Speedboat,yes,"  the reason is that the tourists' lives are in danger, and by borrowing the speedboat, you will be able to warn them and potentially save their lives.","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ",Why?,AI,29.0,impersonal_moral,yes,1392
1393,1393,1393,Food Prep,no,if i'm in a rush might as well just take 2 seconds and start the water first.,"You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?",Why?,Human,57a48845eeaf6d00018d62d7,non_moral,no,1393
1394,1394,1394,Submarine,yes,it would prevent unnecessary deaths and the victim would die anyway.,You are the captain of a military submarine travelling underneath a large iceberg.  An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members?,Why?,Human,5f3bdc715637da0bc38980ba,personal_moral,yes,1394
1395,1395,1395,Donation,no,"  the letter is from a reputable international aid organization, and the letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. therefore, it is not appropriate for you to not make a donation to this organization in order to save money.",You are at home one day when the mail arrives. You receive a   letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization. The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. Is it appropriate for you to not make a donation to this organization in order to save money? ,Why?,AI,23.0,impersonal_moral,no,1395
1396,1396,1396,Architect,no,"because it would play on my conscious that i had killed my boss when everyone else would think it was an accident. also, there would be a risk of a thorough investigation that could lead to a lengthy prison sentence that it not something i would be willing to risk. ","You are a young architect visiting one of your construction sites with your  boss. Your boss is a despicable individual who makes everyone around him miserable including you. It occurs to you that if you were to push him off of the building you are inspecting, he would fall to his death and everyone would think it was an accident. Is it appropriate for you to push your boss off of the building in order to get him out of your life?",Why?,Human,5ca73fcf7067e70001f7a41f,personal_moral,no,1396
1397,1397,1397,Hard Times,no,because that would be illegal and sick.,"You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?",Why?,Human,5b5523d6d8348500012cfccf,personal_moral,no,1397
1398,1398,1398,Train or Bus,yes,"   the bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. it would be nice to have an extra hour before the meeting, but you cannot afford to be late.","You need to travel from New York to Boston in order to attend   a meeting that starts at 2:00 PM. You can take either the train or the bus. The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late. Would you take the train instead of the bus in order to ensure your not being late for your meeting? ",Why?,AI,11.0,non_moral,yes,1398
1399,1399,1399,Errands,yes,it would likely cause me more overall enjoyment to do them in that order.,"You need to go to the bakery in the morning and the furniture  store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning?",Why?,Human,5f3bdc715637da0bc38980ba,non_moral,yes,1399
1400,1400,1400,Vitamins,no,it's not appropriate to do so,"You are the leader of a mountaineering expedition that is stranded in the  wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people's kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man's kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man's kidney in order to save the lives of the six vitamin-deficient people?",Why?,Human,5ecff76b3acdb0095ebf080d,personal_moral,no,1400
1401,1401,1401,Reversed Turnips,yes,"  the reason i would turn my turnip-harvesting machine to the right is because i would rather have fifteen bushels of turnips than no turnips at all. if i were to stay on the left path, i would end up with no turnips.",You are a farm worker driving a turnip-harvesting machine. You are approaching two   diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty? ,Why?,AI,27.0,non_moral,yes,1401
1402,1402,1402,Five-for-Seven Trolley,no,"without knowing additional information about age etc, you can only try and pick the lesser of the two evils ","You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",Why?,Human,600976bb815503417c529565,impersonal_moral,no,1402
1403,1403,1403,Submarine,yes,if i did not then the rest of the crew would not survive,You are the captain of a military submarine travelling underneath a large iceberg.  An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members?,Why?,Human,5d6e570e8c129300166dba20,personal_moral,yes,1403
1404,1404,1404,Sophie's Choice,yes,"one will die regardless, may as well make one survive","It is wartime and you and your two children, ages eight and five,  are living in a territory that has been occupied by the enemy. At the enemy's headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die?",Why?,Human,62fb79e7c968f4fc555d1e2f,personal_moral,yes,1404
1405,1405,1405,Guarded Speedboat,yes,"  the end justifies the means. in this case, the end (warning the tourists about the storm) justifies the means (lying to the guard).","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who has hired a fiercely loyal guard to make sure that no one uses his boat without permission. To get to the speedboat you will have to lie to the guard. Is it appropriate for you to lie to the guard in order to borrow the speedboat and warn the tourists about the storm? ",Why?,AI,2.0,impersonal_moral,yes,1405
1406,1406,1406,Preventing the Spread 2,yes,"  there are a few reasons why you should consult with your supervisor or manager before taking any action. first, they will be able to provide you with guidance on whether or not causing the man to have a serious allergy attack is the best course of action. they may also have information about the man that you are not aware of, which could impact your decision. finally, your supervisor or manager will be able to help you with any legal issues that may arise from your decision to cause the man to have a serious allergy attack.",You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ,Why?,AI,2.0,personal_moral,yes,1406
1407,1407,1407,Environmental Policy A2,yes,"  it is appropriate to vote for policy B over policy A because policy B has a lower chance of causing any deaths. although policy A has a higher chance of causing no deaths, the potential cost of the 10% chance of 1000 deaths is much higher than the potential cost of the 12% chance of 10 deaths.",You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A? ,Why?,AI,17.0,impersonal_moral,yes,1407
1408,1408,1408,Plant Transport,yes,it appears to make more financial sense to do so.,"You are bringing home a number of plants from a store that is  about two miles from your home. The trunk of your car, which you've lined with plastic to catch the mud from the plants, will hold most of the plants you've purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car?",Why?,Human,5f3bdc715637da0bc38980ba,non_moral,yes,1408
1409,1409,1409,Crying Baby,yes,i would not want to smother my child to death however if doing so would save many more lives then i would choose this option.,"Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?",Why?,Human,62d6d77df59450e545fb22f6,personal_moral,yes,1409
1410,1410,1410,Sophie’s Choice,no,  it is not appropriate because it would mean that you are complicit in the death of one of your children. it is better for both children to die than for one to die so that the other may live.,"It is wartime and you and your two children, ages eight and five,   are living in a territory that has been occupied by the enemy. At the enemy’s headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die? ",Why?,AI,5.0,personal_moral,no,1410
1411,1411,1411,Standard Fumes,yes,"  the watchman has a duty to protect the patients in the hospital, and hitting the switch is the best way to do that in this situation. the watchman may not be able to save everyone, but he can save the majority of people by hitting the switch.","You are the late-night watchman in a hospital. Due to an accident in   the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients? ",Why?,AI,2.0,impersonal_moral,yes,1411
1412,1412,1412,Environmental Policy A1,yes,  policy A has a lower chance of causing deaths overall because it has a lower chance of causing any deaths at all.,"You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B? ",Why?,AI,0.0,impersonal_moral,yes,1412
1413,1413,1413,Euthanasia,no,"  the leader should not have to make the decision to kill one of his soldiers in order to prevent him from being tortured. it is the responsibility of the leader to ensure the safety of all the soldiers under his command and to make decisions that will protect them from harm. if the leader shooting the soldier is the only way to prevent him from being tortured, then the leader should make the decision to do so.","You are the leader of a small group of soldiers. You are on   your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy? ",Why?,AI,20.0,personal_moral,no,1413
1414,1414,1414,Architect,no,"because that is murder, regardless of what that person does","You are a young architect visiting one of your construction sites with your  boss. Your boss is a despicable individual who makes everyone around him miserable including you. It occurs to you that if you were to push him off of the building you are inspecting, he would fall to his death and everyone would think it was an accident. Is it appropriate for you to push your boss off of the building in order to get him out of your life?",Why?,Human,62fb79e7c968f4fc555d1e2f,personal_moral,no,1414
1415,1415,1415,Infanticide,no,"its murder, you could put the child up for adoption","You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you've made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?",Why?,Human,62fb79e7c968f4fc555d1e2f,personal_moral,no,1415
1416,1416,1416,Standard Trolley,yes,because it would save more lives,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the death of the single workman. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",Why?,Human,5b5523d6d8348500012cfccf,impersonal_moral,yes,1416
1417,1417,1417,Scheduling,yes,it makes perfect sense to schedule them this way. both will get appointments that work for both of them so why not.,"You are in charge of scheduling appointments in a dentist's office. Two people,  Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris's schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago's schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday?",Why?,Human,60fd310fff5b2600c9d95554,non_moral,yes,1417
1418,1418,1418,Crying Baby,no,"i would prefer to cause the child to become unconscious if possible, if not, then simply continue covering their mouth until the soldiers leave.","Enemy soldiers have taken over your village. They have orders to kill all  remaining civilians. You and some of your townspeople have sought refuge in the cellar of a large house. Outside you hear the voices of soldiers who have come to search the house for valuables. Your baby begins to cry loudly. You cover his mouth to block the sound. If you remove your hand from his mouth his crying will summon the attention of the soldiers who will kill you, your child, and the others hiding out in the cellar. To save yourself and the others you must smother your child to death. Is it appropriate for you to smother your child in order to save yourself and the other townspeople?",Why?,Human,6294bad868788e1f03d52c6c,personal_moral,no,1418
1419,1419,1419,Environmental Policy A2,yes,"   the expected number of deaths caused by policy A is 100, while the expected number of deaths caused by policy B is 1.2. therefore, it is rational to vote for policy B over policy A.",You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A? ,Why?,AI,21.0,impersonal_moral,yes,1419
1420,1420,1420,Generic Brand,yes,  the pharmacist is someone i trust and he says the generic product is exactly the same.,"You have a headache. You go to the pharmacy with the intention of   buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for? ",Why?,AI,11.0,non_moral,yes,1420
1421,1421,1421,Sculpture ,yes,human life is more important than preserving art,"You are visiting the sculpture garden of a wealthy art collector. The garden  overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman's life is to push one of the art collector'sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley's passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman's life?",Why?,Human,638070625c26e262f2163254,impersonal_moral,yes,1421
1422,1422,1422,Food Prep,no,"  i would not want to cut the vegetables first and then start the water boiling because it would take me longer to finish the dish overall. if i am in a big hurry, i would want to start the water boiling first so that the pasta can cook while i am cutting the vegetables. this would save me time in the long run.","You are preparing pasta with fresh vegetables, and you are deciding on the   order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables? ",Why?,AI,2.0,non_moral,no,1422
1423,1423,1423,Environmental Policy B2,yes,"  it is appropriate to vote for policy A over policy B because the expected number of deaths from policy A is lower than the expected number of deaths from policy B. although there is a higher chance of a large number of deaths from policy A, the overall expected number of deaths is lower.",You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B? ,Why?,AI,23.0,impersonal_moral,yes,1423
1424,1424,1424,Brownies,yes,  i would substitute macadamia nuts for walnuts because i don't like the taste of walnuts.,"You have decided to make a batch of brownies for yourself. You open   your recipe book and find a recipe for brownies. The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you. Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts? ",Why?,AI,18.0,non_moral,yes,1424
1425,1425,1425,Food Prep,yes,"  because i have a slight urge to cut vegetables, and by doing that first i will be done in twenty minutes.","You are preparing pasta with fresh vegetables, and you are deciding on the   order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables? ",Why?,AI,21.0,non_moral,yes,1425
1426,1426,1426,Euthanasia,yes,it is a kinder thing to do for the man ,"You are the leader of a small group of soldiers. You are on  your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy?",Why?,Human,5ee3f235c53c280e4261bcc3,personal_moral,yes,1426
1427,1427,1427,Country Road,no,"the car is not as valuable as a human, the right thing to do is help the man if you can","You are driving along a country road when you hear a plea for  help coming from some roadside bushes. You pull over and encounter a man whose legs are covered with blood. The man explains that he has had an accident while hiking and asks you to take him to a nearby hospital. Your initial inclination is to help this man, who will probably lose his leg if he does not get to the hospital soon. However, if you give this man a lift, his blood will ruin the leather upholstery of your car. Is it appropriate for you to leave this man by the side of the road in order to preserve your leather upholstery?",Why?,Human,60841d3e92be890d07774975,personal_moral,no,1427
1428,1428,1428,Scenic Route,yes,  i would take the coastal route in order to observe the beautiful scenery as i drive because i think it would be a more enjoyable and relaxing experience than taking the highway. i think the extra 15 minutes would be worth it in order to see some beautiful scenery and have a more enjoyable drive overall.,"An old friend has invited you to spend the weekend with him at   his summer home some ways up the coast from where you are. You intend to travel there by car, and there are two routes that you can take: the highway and the coastal road. The highway will get you to your friend’s house in about three hours, but the scenery along the highway is very boring. The coastal route will get you to your friend’s house in about three hours and fifteen minutes, and the scenery along the coastal road is breathtakingly beautiful. Would you take the coastal route in order to observe the beautiful scenery as you drive? ",Why?,AI,4.0,non_moral,yes,1428
1429,1429,1429,Vaccine Policy,yes,"  the available evidence suggests that the chances of getting the disease by not taking the vaccine are much higher than the chances of getting the disease by taking the vaccine. therefore, it is in the best interest of public health to encourage the use of the vaccine.","You work for the Bureau of Health, a government agency. You are deciding   whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health? ",Why?,AI,10.0,impersonal_moral,yes,1429
1430,1430,1430,Shower,yes,personal hygeine is very important ,"You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?",Why?,Human,600976bb815503417c529565,non_moral,yes,1430
1431,1431,1431,Vitamins,no,"if it is not his choice to do so, i shouldn't bear the burden of responsibility for the these people ","You are the leader of a mountaineering expedition that is stranded in the  wilderness. Your expedition includes a family of six that has a genetically caused vitamin deficiency. A few people's kidneys contain large amounts of this vitamin. There is one such person in your party. The only way to save the lives of the six members of this family is to remove one of this man's kidneys so that the necessary vitamins may be extracted from it. The man will not die if you do this, but his health will be compromised. The man is opposed to this plan, but you have the power to do as you see fit. Is it appropriate for you to forcibly remove this man's kidney in order to save the lives of the six vitamin-deficient people?",Why?,Human,5ee3f235c53c280e4261bcc3,personal_moral,no,1431
1432,1432,1432,Raffle,no,"  the car a raffle has better odds, so it makes more sense to buy a ticket for that raffle. additionally, if i'm a car enthusiast, i would rather have the car that i think is better (car a) than the car that is more popular (car b).","You’ve decided to buy a raffle ticket to support a local charity. They   are separately raffling off two different cars: Car A and Car B. You have decided to buy one raffle ticket. You are a serious and knowledgeable car enthusiast, and you think that these two cars are equally good. Because there have been a lot of adds for Car B on TV recently, many more people have chosen to buy tickets for the Car B raffle. Since more people have bought tickets for the Car B raffle, your chances of winning are better in the Car A raffle than in the Car B raffle. Would you buy a ticket for the Car B raffle in order to win a car? ",Why?,AI,3.0,non_moral,no,1432
1433,1433,1433,Environmental Policy A1,yes,"with policy B slightly less percentage deaths will happen, but a much greater chance of death, so would rather take the marginal 2% and take the risk to cause less death.","You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?",Why?,Human,5b421b9ac2e3810001763252,impersonal_moral,yes,1433
1434,1434,1434,Environmental Policy A1,yes,at a worse case scenario then less people would die with policy a,"You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?",Why?,Human,5c3f3ae7d831ed0001f78c4f,impersonal_moral,yes,1434
1435,1435,1435,Infanticide,no,"there are other options availible to the girl, such as adoption. it is her own mistake and she needs to own up to it for the sake of the baby","You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you've made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?",Why?,Human,60841d3e92be890d07774975,personal_moral,no,1435
1436,1436,1436,Shower,no,"  it would be more efficient to wait and shower after the yard work is done. this way, you would only have to shower once instead of twice.","You are planning to attend a luncheon this afternoon, and before you go   you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now? ",Why?,AI,20.0,non_moral,no,1436
1437,1437,1437,Three-for-Seven Fumes,no,seven is worse than three,"You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there are seven patients. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to save these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three people. As a result of doing this the fumes will enter the room containing the seven patients, causing their deaths. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?",Why?,Human,5ecff76b3acdb0095ebf080d,impersonal_moral,no,1437
1438,1438,1438,Coupons,no,"  the 30%-off coupon is a better deal, so i would use that one now and save the other coupon for later.","You have gone to a bookstore to buy $50 worth of books. You   have with you two coupons. One of these coupons gives you 30% off of your purchase price. This coupon expires tomorrow. The other coupon gives you 25% off your purchase price, and this coupon does not expire for another year. Would you use the 30%-off coupon for your present purchase so that you will have another coupon to use during the coming year? ",Why?,AI,14.0,non_moral,no,1438
1439,1439,1439,Lifeboat 2,yes,"  the reason is simple: the lives of the many outweigh the life of the one. in this case, sacrificing the life of the one individual will save the lives of the many.","You are on a cruise ship when there is a fire on board,   and the ship has to be abandoned. The lifeboats are carrying many more people than they were designed to carry. The lifeboat you’re in is sitting dangerously low in the water—a few inches lower and it will sink. The seas start to get rough, and the boat begins to fill with water. If nothing is done it will sink before the rescue boats arrive and everyone on board will die. However, there is an injured person who will not survive in any case. If you throw that person overboard the boat will stay afloat and the remaining passengers will be saved. Is it appropriate for you to throw this person overboard in order to save the lives of the remaining passengers? ",Why?,AI,17.0,personal_moral,yes,1439
1440,1440,1440,Sculpture ,yes,it's a sculpture. the workman's life is more valuable. ,"You are visiting the sculpture garden of a wealthy art collector. The garden  overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman's life is to push one of the art collector'sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley's passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman's life?",Why?,Human,5bad4be8b712f30001b87947,impersonal_moral,yes,1440
1441,1441,1441,Grandson,no,"the question doesn't define how young the boy is, but if they are old enough to become angered by the grandmother's actions, then he should be old enough to understand that taking too many pills is dangerous. really the immorality depends on the capactiy of the child; was it just a trick to make her tea taste bad,did he know it would be bad for her but not realise the full extent? or did the boy really intend to assasinate his grandmother for slighting him a few bucks?","A young boy is visiting his grandmother for the weekend. Usually she gives  him a gift of a few dollars when he arrives, but this time she doesn't. He asks her why not and she says something about how he doesn't write her as many letters as he used to. Angered by this, the boy decides to play a trick on her. While his grandmother is busy cooking he removes a handful of pills from the medicine cabinet and puts them in his grandmother's teapot. Later that night, she makes her tea, and the dissolved pills make her sick. In the morning she is dead. Was it appropriate for this boy to put pills in his grandmother's teapot in order to play a trick on her?",Why?,Human,5f4a5983a08b215d74d2cd99,personal_moral,no,1441
